Medications
Name,Price
GreenLife Iron Chelate with Ferrochel 90 veggie capsules,$22.05
"US Clinicals StrongBone KIDS, 90s",$32.90
Swisse  Ultinatal Breastfeeding Support 90 Caps,$27.30
Nature's Essentials ArthroGard,$45.50
Shaklee Liver DTX Complex 90 caplets,$45.50
Efagold Mega Blend 3/69 90caps,$52.40
"Thera Tears Dry Eye Relief Capsules, 90 capsules",$54.00
Red Sun Gingold(Ginkgo) 90caps,$49.00
"US Clinicals StrongBone, 90s",$49.00
"Nordic Naturals Prenatal DHA, 90pcs",$44.10
Ocean King Milk Calcium 90 caps,$14.50
"Kordel's Hi-Strength Cranberry 18,000mg 90s",$32.80
"GreenLife Folic Acid 800mcg, 100 capsules",$13.85
Nature's Essentials DHA 500,$30.45
"Holistic Way Glucosamine 1500mg, 90 capsules",$75.00
"Holistic Way Super Vision, 90 capsules",$58.00
Ocean King Grapeseed 20000 100caps,$32.20
Holistic Way Children’S Eye Lutein Gummy 90s,$23.40
D-Vite 1000iu 100s,$19.30
"Holistic Way Children's Vitamin C & Zinc Gummy, 90pcs",$21.60
GreenLife Vitamin C 1000 with Rose Hips 100 capsules,$30.65
"Sambucol Kids Immunity Gummies (AUS Version), 50 gums.",$26.90
"Essentiale Forte N, 50pcs",$51.00
"Sunward  Sun Cal-D Tablets Calcium Carbonate 450mg, Vitamin D3 200iu, 1000s",$108.00
"Nature's Essentials Boost Immune, 16pcs",$8.75
VÖOST Vitamin C Effervescent Vitamin Supplement 10 tabs,$7.40
"Natures Plus Folic Acid 800mcg, 90 tablets",$13.20
Natures Plus Orange Juice C 500 mg - Chewable Vitamin C 90 Tablets,$27.55
"Redoxon Triple Action Efferverscent Original, 10 tablets",$7.95
Nature's Plus Orange Juice Jr. 100 mg Chewable Vitamin C 90 Tablets,$13.50
"Natures Aid Vitamin B Complex 50+, 90 tablets",$23.80
Holistic Way Natural Vitamin B12 600mcg,$33.00
"Natures Plus Vitamin D3 1000 IU, 180 softgels",$36.40
"Nordic Naturals Nordic Berries, 120pcs",$37.10
NaturesPlus ImmunActin Zinc 60 Lozenges,$18.20
Nordic Naturals Vitamin D3 1000 120 Soft Gels,$25.20
Nature's Essentials Max Omega,$31.50
Nature's Plus Vitamin E 400 IU Mixed Tocopherol Softgels 60s,$31.50
"Natures Aid Vitamin C 1000mg Time Release, 180 tablets",$27.90
"Natures Aid Krill Oil Omega-3 500mg, 60 tablets",$47.60
Natures Aid Daily MultiVit Effervescent (Natural Citrus Flavour) 20 tabs,$11.10
Ocean Health Muscle Strength Formula 14s,$27.90
"Ocean Health Vegetarian Glucosamine 750+, 60 caplets",$28.70
"Natures Aid Super Strength Fish Oil Omega-3, 60 softgels",$31.50
Swisse Ultivite Womens 50+ 120 Tabs,$58.10
C·C·SUPLI Vitamin C 60sachets,$71.20
"Kordel's Acid Free C 1000mg, 120 tablets",$40.80
"Kordel's Omega-3 Fish Oil 1500mg + Vitamin D, 120 capsules",$44.00
"Ocean Health Vegetarian Glucosamine 750+ Joint Guard Formula, 180 caplets",$67.70
Nature's Essentials Maxi-Cal 300mg,$27.30
Hyland'S Naturals™ Kids Organic Elderberry Plus Gummies 48 Vegan Gummies,$25.10
Heritage Shou Wu Plus,$31.50
JR Life Sciences High Strength Organic Cold Pressed Flaxseed Oil 1500mg,$78.00
JR Life Sciences High Potency Vitamin D3 1000IU with Zinc (300 softgels),$65.00
JR Life Sciences Wild Pacific Salmon Oil 1000mg,$58.00
JR Life Sciences Extra Strength Glucosamine 2-KCl 1500mg,$138.00
JR Life Sciences Evening Primrose Oil 1000mg,$79.00
JR Life Sciences Omega-3 Fish Oil 1000mg,$48.00
VitaHealth Acid Free Vitamin C 500 60 Tablets,$26.70
Herbs of Gold Omega-3 Odourless TG Fish Oil 300 Softgels,$60.20
"Kalms Day, 84 tablets",$11.45
Key Sun Kids Manuka Honey + Vitamin C Lozenges 12pcs,$13.90
Key Sun Kids Sambucus Black Elderberry + Vitamin C 12's,$13.90
Swisse Ultiboost Odourless High Strength Wild Fish Oil 1500Mg 200 Caps,$38.50
"Shaklee  Vitamin E, 120s",$50.40
"Shaklee  OsteoMatrix, 120s",$28.70
"Shaklee OsteoMatrix, 360 caplets",$58.80
"US Clinicals StrongLiver, 80s",$65.00
"VitaHealth Omega 3,6,9 300 Softgels",$68.80
"US Clinicals StrongBrain, 80s",$65.00
"Pretorius One-A-Day Vitamin C 1000mg, 50 tablets",$19.60
"Principle Nutrition Calcium 600 + Vitamin D, 230 tablets",$41.90
"Principle Nutrition Complete Omega Triple 3-6-9, 150 softgels",$45.40
"Principle Nutrition Triple Glucosamine 1500mg + Chond 1200mg + MSM 500mg, 240 tablets",$87.40
"Principle Nutrition PNPlus Complete Senior's Multivitamin, 150 tablets",$27.90
Scott's Multivitamin Gummies Tropical 15s,$6.50
"Redoxon Vita Immune Effervescent Orange, 45 tablets",$31.35
Scott's DHA Gummies Blackcurrant 15s,$5.90
Blackmores Vitex Agnus-Castus,$20.30
Ener-C Vitamin C Effervescent Powdered Drink Mix Orange 30 packets,$24.20
Blackmores Superkids Baby D3 Drops 12mls,$21.45
"Biocalth Calcium L-Threonata Dietary Supplement, 90 caplets",$48.90
Centrum Advance Multivitamin Twin Pack,$89.30
"Cebion Vitamin C 1000mg plus Zinc Orange Flavour, 10pcs",$9.25
Blackmores Conceive Well Gold 56s,$34.30
Blackmores Buffered  C 500 200s,$41.30
Blackmores Evening Primrose Oil Fish Oil 120s,$34.30
Blackmores Odourless Fish Oil 400s,$56.00
Blackmores Odourless Fish Oil Minis 400s,$59.50
Blackmores Multivitamin For Women 50s,$31.50
Blackmores Buffered C 500 120s,$30.10
Blackmores Bio C 500 Chewable 50s,$13.30
Blackmores Glucosamine Sulfate 1500 180s,$81.20
"Brand's Innershine Berry Essence, 6x42ml",$14.50
"Berocca Performance Vitamin B Orange Energy Effervescent Tablet, 45 tablets",$25.10
"GreenLife Health Smart Omega 3 1000mg, 120 capsules",$21.00
Holistic Way Glucosamine Chondroitin MSM 840mg,$57.00
Holistic Way Super Lutein (60 Vegetarian Capsules),$69.00
Holistic Way Omega-3 1000 Mg (With MEG-3),$48.00
"GO Healthy Fish Oil 1500mg, 210 capsules",$18.30
"Berocca Performance Vitamin B Mango Energy Effervescent Tablet, 15 tablets",$16.70
US Clinicals StrongFertile 60s,$75.00
Caltrate + Vitamin D 500Iu 100s + 60s L30%,$57.60
Nature's Essentials Maxi Cal 300mg Twin Pack 180s X 2,$60.00
Heritage Neuro Gard Twin Pack 60s X 2,$90.00
"PNKids Strong & Tall Calcium, 60 Gummies",$24.40
"Nature's Way Kids Smart Vita Gummies Multivitamin + Vegies, 60pcs",$20.90
"Nature's Way Kids Smart Vita Gummies Cold & Flu Immunity, 60pcs",$20.90
"Redoxon Vita Immune Effervescent Orange, 30 tablets",$22.00
"HypoCol Triple Pack, 3x90 capsules",$92.80
PNKids Super Vision Sugar Free Gummies 60s,$27.90
"Nature's Way Kids Smart Burstlets Omega-3 Fish Oil Fruity, 50 capsules",$24.90
"Nature's Essentials Zoo Vite Immune Jelly Sticks, 30pcs",$27.90
Abbott Heptral 200mg 30s,$47.40
"Nature's Way Kids Smart Triple Strength DHA 300mg, 50 capsules",$33.90
"PNKids Multivitamins + Minerals Boys, 60 Gummies",$24.40
"Redoxon Vita Immune, 15 tablets",$12.65
Nutricia Souvenaid Vanilla 4x125ml,$19.80
Nutricia Souvenaid Cappucinno 4x125ml,$19.80
Sangobion Capsules 28's,$19.50
"Guardian Folic Acid 500mcg, 90 tablets",$10.00
"Kordel's Magnesium Bisglycinate 200mg, 60 capsules",$41.60
"Brand's Lutein Essence, 6x60ml",$21.90
"Blackmores Bio E500iu, 30 capsules",$17.50
Nature's Way Adult Vitamin C Vita Gummies 120S,$29.90
PNKids Fizz Vit C 300Mg+Zinc 30S (Grape),$18.80
PNKids Fizz Vit C 300Mg+Zinc 30S (Orange),$18.80
Nature's Way Kids Smart Vita Gummies Omega-3 DHA 120S,$32.90
"Vita Green Joint, 60 capsules",$57.85
Nature's Way Adult Vita Gummies Immune Support 99.8% Sugar Free 65S,$29.90
Nature's Way Kids Smart Vita Gummies Sugar Free Multi Trio 75S,$24.90
"Caltrate Joint Heath UC II Collagen, 90 tablets",$132.30
Nature's Way Men's MultiVitamin Vita Gummies 100S,$29.90
"XP 2H Maca Herbal Supplement, 10 capsules",$39.80
Xtreme 2D 10caps,$39.90
VitaHealth Vitamins K2 + D3 60s,$34.30
HST Cardio-Q Plus E,$64.40
Swisse Ultiboost Vitamin B Complex 60 Tabs,$26.95
Swisse Ultivite Womens 120 Tabs,$62.30
Nordic Naturals Children's DHA 237ml,$37.70
"Ocean Health High Strength Omega 3 + Vitamin D3, 60 softgels",$23.65
Blackmores Pregnancy & Breast Feeding Advanced 120s,$44.80
Kordel's Hyaluronic Acid 30s,$42.40
Blackmores Bio C 1000+ Vitamin C Effervescent (10s) Ultimate Immunity Fighter,$6.90
GO Healthy Cellular Support NAD+ 30vegcaps,$37.40
"Holistic Way Melatonin 10mg, 30 capsules",$23.00
"Guardian Kids Vitamin C Gummies Mixed Fruity Flavours, 60 gummies",$5.50
Blackmores Vitamin C 500MG 60s,$11.20
Swisse Ultiboost High Strength Vitamin C 60 Tabs,$20.30
"GO Healthy 5-HTP 160mg, 30 capsules",$22.30
Blackmores Multivitamin For Men 50s,$31.50
Ocean Health Sleep Support 30s,$20.90
VitaHealth Stami Man 90s,$55.90
Blackmores Sunny D 1000 Gold 60s,$15.40
Swisse Omega3 with Vitamin E 450mg 60s,$20.30
"Shaklee Omega Guard Dietary Supplement 2X90s, 1s",$104.25
Centrum 50+ Men 2x60s - Buy 2nd at 65% off,$61.20
Principle Nutrition  Omega-3 Natural Fish Oil 1000mg 300s,$41.90
"Caltrate 600+D Calcium Supplement Twin Pack, 2x100 tablets",$74.50
Centrum Vitamic C 30sx2,$29.20
"Nordic Naturals Ultimate Omgega + Coq10, 60pcs",$58.80
"Nordic Naturals Ultimate Omega 2X TEEN, 60pcs",$50.05
"GO Healthy Flora Repair, 60 capsules",$39.50
Glucosamine Sulphate 500 60caps,$37.70
Swisse Kids Immune Gummies 60S,$15.95
"Nordic Naturals Vitamin C Gummies 250mg, 60pcs",$24.85
Nordic Naturals Vitamin D3 Gummies 60 Gummies,$21.25
Nordic Naturals Omega-3 Fish Gelatin 60 Soft Gels,$30.55
"Natures Plus Super B-50, 60 capsules",$21.70
Redoxon Kids Chewable DA 250mg 90s,$22.90
"Centrum For Women 50+ Multivitamin, 60 tablets",$45.90
Heritage Gold Pearl Powder Cap,$145.60
Greenlife Multivitamins For Kids 60s,$17.95
Holistic Way Ginkgo DHA,$55.00
"Centrum For Women Multivitamin, 60 tablets",$44.10
"Enervon C Kidz Multivitamin Syrup, 120ml",$8.50
Vitalux iCaps Plus 30s,$28.40
"Redoxon Triple Action Effervescent Orange, 30 tablets",$22.40
"GO Healthy Cherry Sleep, 30 capsules",$19.90
GreenLife Bright Vision 30 softgels,$39.20
"GO Healthy Krill Oil 1500mg, 30 capsules",$43.50
"Nordic Naturals Children's DHA Xtra, 90pcs",$32.75
Life One Origin Ocean King Bilberry 15000mg 90's,$69.30
"Nordic Naturals Omega Joint Xtra, 90pcs",$76.30
"Principle Nutrition Triple Glucosamine + Chondriotin + MSM, 90 tablets",$59.00
"Bausch & Lomb Ocuvite Eye Vitamin Adult 50+, 50pcs",$29.80
Natures Plus Vita D3 + Vita K2 90s,$46.20
"Principle Nutrition PNPlus Complete Men's Multivitamins, 90 tablets",$27.90
Essentiale Forte N Blister 2X50S,$68.25
Pharmaton Caps 100s,$59.90
Natures Aid Cholesterol Support Formula (Plan Sterols) 90g,$31.50
"Vitabiotics Osteocare Orignal, 90 tablets",$26.40
"Redoxon C + Calcium + D Effervescent Orange, 10 tablets",$8.40
Natures Plus Melatonin Mint Lozenges 60s,$13.30
"Nature's Essence Iron Plus, 70 tablets",$13.90
VÖOST Energy Effervescent Vitamin Supplement 20 tabs,$17.15
Swisse Ultivite Mens 50+ 120 Tabs,$58.10
VÖOST Performance Effervescent Vitamin Supplement 40 tabs,$32.90
"Principle Nutrition Sleepwell, 70 capsules",$39.00
"Principle Nutrition Arthojoint X, 80 tablets",$49.00
Scotts Cod Liver Oil 500caps,$30.80
"Redoxon Triple Action Effervescent Orange, 15 tablets",$12.90
"Redoxon Triple Action Efferverscent Blackcurrant, 15 tablets",$10.95
Oz Health Collagen Joint Restore Effervescent 40 Tablets,$23.90
Blackmores Multivitamin For 50s+ 50s,$31.50
Greenlife Evening Primrose Oil 300s Improved Formula,$38.50
PNKids Multivitamins + Minerals Boys Value Pack with Stainless Steel Waterbottle,$49.90
"PNKids Probiotics, 60 Gummies",$27.90
Nordic Naturals Ultimate 2x 60s,$74.90
Abbott Heptral 400mg 30s,$81.40
PNKids Defences C 60Mg-60s (New),$29.90
Nature's Way Kids Smart Immune Defence 50S,$24.90
Nature's Way Kids Smart MultiVitamin + Vegies 120S,$32.90
Nature's Way Kids Smart Vita Gummies Sugar Free Probiotics 60S,$24.90
Swisse Ultiboost Vitamin D3 60 caps,$14.70
Swisse Ultiboost Cranberry 300ml,$27.30
"GO Healthy Glucosamine, 180 capsules",$47.50
Nordic Naturals Omega-3D 60 Soft Gels,$27.70
Natures Plus Melatonin 5mg 90s,$16.80
"Shaklee Omega Guard Dietary Supplement 2X90s, 1s",$104.25
Centrum 50+ Men 2x60s - Buy 2nd at 65% off,$61.20
Principle Nutrition  Omega-3 Natural Fish Oil 1000mg 300s,$41.90
Caltrate Plus 500IU 2x60s - Buy 2nd at 65% off,$46.55
Scotts Emulsion Original 2X400Ml Twinpack,$15.80
Centrum 50+ Women 2x60s - Buy 2nd at 65% off,$61.20
Herbs of Gold Odourless Omega-3 TG Fish Oil 2x300 Softgels,$91.50
Natures Aid Kidz Omega-3 (6-12 Years) 150ml,$26.60
[IWD SPECIAL] GUARDIAN x Scotts Brand Box,$29.00
Holistic Way  Spots Fade 60 Vegetarian Capsules,$36.40
Swisse Ultivite Mens 60 Tabs,$38.50
"GO Healthy Calcium, 60 capsules",$27.50
"GO Healthy Celery 16000, 60 capsules",$27.50
Nordic Naturals Omega Vision 60 Soft Gels,$74.90
Nordic Naturals Vitamin D3 Gummies KIDS 60 Gummies,$17.05
Swisse Ultivite Womens 60 Tabs,$38.50
Nordic Naturals Omega Blood Sugar 60 Soft Gels,$41.00
Nordic Naturals Algae Omega 60 Soft Gels,$41.90
Swisse Ultivite Mens 50+ 60 Tabs,$34.30
Swisse High Strength Vitamin C Effervescent 60 Tabs,$19.50
"Nutrilife Calcium + Vitamin D3, 60tabs",$20.90
"Redoxon Double Action 500mg, 60 tablets",$16.05
"Centrum For Women 50+ Multivitamin, 100 tablets",$70.50
"Pediakid Appetite Booster, 125ml",$19.90
Nutrilife Eyes Complex 30s,$20.90
"Bio-Q10, 30S",$38.50
"GreenLife Bright Vision Plus, 30 softgels",$47.60
"Neovita Dietary Supplement with Ginseng, 30 capsules",$26.15
"Pharmaton Capsules with Selenium, 30 capsules",$28.40
"Natures Aid Mini Drops Sprinkles Vitamin C Powder 100mg, 90g",$20.90
Herbs of Gold Omega-3 Concentrate 100 Capsules,$65.40
"Ocean King Milk Thistle 35000mg Liver Tonic, 90 capsules",$83.30
Natures Plus Vita D3 + Vita K2 90s,$46.20
"Principle Nutrition PNPlus Complete Men's Multivitamins, 90 tablets",$27.90
Essentiale Forte N Blister 2X50S,$68.25
Pharmaton Caps 100s,$59.90
Natures Aid Cholesterol Support Formula (Plan Sterols) 90g,$31.50
"Vitabiotics Osteocare Orignal, 90 tablets",$26.40
"Redoxon C + Calcium + D Effervescent Orange, 10 tablets",$8.40
Natures Plus Melatonin Mint Lozenges 60s,$13.30
"Nature's Essence Iron Plus, 70 tablets",$13.90
VÖOST Energy Effervescent Vitamin Supplement 20 tabs,$17.15
Swisse Ultivite Mens 50+ 120 Tabs,$58.10
VÖOST Performance Effervescent Vitamin Supplement 40 tabs,$32.90
"Principle Nutrition Sleepwell, 70 capsules",$39.00
"Principle Nutrition Arthojoint X, 80 tablets",$49.00
Scotts Cod Liver Oil 500caps,$30.80
"Redoxon Triple Action Effervescent Orange, 15 tablets",$12.90
"Redoxon Triple Action Efferverscent Blackcurrant, 15 tablets",$10.95
Oz Health Collagen Joint Restore Effervescent 40 Tablets,$23.90
Blackmores Multivitamin For 50s+ 50s,$31.50
Greenlife Evening Primrose Oil 300s Improved Formula,$38.50
PNKids Multivitamins + Minerals Boys Value Pack with Stainless Steel Waterbottle,$49.90
"PNKids Probiotics, 60 Gummies",$27.90
Nordic Naturals Ultimate 2x 60s,$74.90
Abbott Heptral 400mg 30s,$81.40
PNKids Defences C 60Mg-60s (New),$29.90
Nature's Way Kids Smart Immune Defence 50S,$24.90
Nature's Way Kids Smart MultiVitamin + Vegies 120S,$32.90
Nature's Way Kids Smart Vita Gummies Sugar Free Probiotics 60S,$24.90
Swisse Ultiboost Vitamin D3 60 caps,$14.70
Swisse Ultiboost Cranberry 300ml,$27.30
"GO Healthy Glucosamine, 180 capsules",$47.50
Nordic Naturals Omega-3D 60 Soft Gels,$27.70
Natures Plus Melatonin 5mg 90s,$16.80
"Yue Hon Tong Kumquat Herbal Chewable Candy, 37.5g",$2.70
"NeilMed Sinugator Device, 240ml",$45.95
"Eagle Inhaler, 4g",$1.15
"Zyrtec R Triple Pack, 3x10 tablets",$31.05
NeilMed Sinus Rinse Kit,$30.85
"NeilMed Sinus Rinse, 10 sachets",$17.10
"Fluimucil 600mg Effervescent Tablets Twin Pack, 2x10 tablets",$28.30
Snorel Snoring Relief Spray  50Ml,$29.95
"NeilMed Nasogel Dry Nose Spray, 30ml",$10.55
Sato Nazal Spray,$14.50
"Woods Peppermint Cough Syrup Adult, 200ml",$10.90
"Huiji Herbalmint Cough Syrup, 200ml",$7.90
Difflam Povidone Iodine Gargle 200ml,$10.60
"Prospan Cough Syrup, 100ml",$10.70
Woods Herbalmint Cough Syrup 100ml,$7.00
"Woods Peppermint Children's Cough Syrup Strawberry, 100ml",$6.70
Mucosolvan Cough Relief Syrup 100ml,$10.00
Woods Peppermint Cough Syrup Adult 100ml,$6.35
Sterimar Baby Nasal Spray 0-3 years 100ml,$28.60
"Nin Jiom Pei Pa Koa No Sugar, 150ml",$7.00
"Bactidol Mouthwash, 250ml",$10.70
"Sato Nazal Spray, 15ml",$7.95
"Vicks Vaporub Vaporizing Ointment, 50g",$6.25
"Eumenthol Jujubes Classic, 50g",$3.85
"Vicks Vaporub Baby Balsam, 50g",$6.95
"All Natural Kids Cold Lozenges, 10pcs",$17.50
"Leftose Tablets, 30 tablets",$6.20
"Nin Jiom Herbal Candy Ume Plum, 60g",$4.65
"Nin Jiom Herbal Candy Apple Longan, 60g",$4.65
Nin Jiom Herbal Candy Lemon Grass 60g,$4.65
"NeilMed Nasamist Hypertonic Spray, 125ml",$16.05
Heritage Flu Gard,$12.90
Alltest COVID-19 ART Antigen Rapid Test Kit - 2 tests/box,$5.00
"Fisherman's Friend Sugar Free Apple & Cinnamon Lozenges, 25g",$1.70
"Fisherman's Friend Blackcurrant Flavour Lozenges, 25g",$1.70
Fisherman's Friend  Sugar Free Lozenges Spearmint 25g,$1.70
"Fisherman's Friend Sugar Free Lemon Lozenges, 25g",$1.70
"Fisherman's Friend Mixed Berries Lozenges, 25g",$1.70
"Sambucol Throat Lozenges (AUS Version), 20 lozs.",$21.90
Claricare Baby Nasal Hygiene Spray 20ml,$8.90
"Vapex Nasal Decongnestant Inhalant, 14ml",$6.90
"Strepsils Orange with Vitamin C Lozenges, 6s",$1.85
"Strepsils Honey and Lemon Lozenges, 6s",$1.85
"Strepsils Cool Lozenges, 6s",$1.95
"Strepsils Original Lozenges, 6s",$1.85
Strepsils Chesty Cough 8s,$2.75
"Prospan Effervescent Cough Tablets, 10 tablets",$9.30
"NeilMed Refill Sachets, 120 sachets",$34.50
Kaloba Tablet 20mg 21's,$14.83
Leftose Lozenges Lyzomax 90mg Honey Lemon Flavour,$8.90
Strepsils Chesty Cough 24s,$5.55
"Strepsils Extra Strong Lozenges, 24s",$3.80
"Strepsils Orange with Vitamin C Lozenges, 24s",$3.80
"Vicks Immune Support Orange, 16pcs",$5.95
"Vicks Immune Support Blackcurrent, 16pcs",$5.95
[SPD][HSA Approved] SD Biosensor Standard Q COVID-19 Ag Home Test (1 Test Kit),$5.70
"Robitussin Medicated Lozenges Honey Lemon, 24pcs",$4.40
"Robitussin Medicated Lozenges Menthol Eucalyptus, 24pcs",$4.20
"Difflam Anti-Inflammatory Anti-bacterial Honey Lemon Sugar Free Lozenges, 16pcs",$16.90
"Difflam Anti-Inflammatory Anti-bacterial Eucalyptus & Menthol Sugar Free Lozenges, 16pcs",$16.90
"Difflam Anti-Inflammatory Anti-bacterial Raspberry Sugar Free Lozenges, 16pcs",$16.90
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 10 Tests Pack,$52.00
"Fluimucil 600mg Effervescent Tablets, 10pcs",$15.30
"Fluimucil 100mg Effervescent Granules, 30pcs",$19.95
"Ricola Swiss Herb Lozenges Cranberry, 45g",$3.10
"Ricola Swiss Herb Lozenges Alpine Fresh, 45g",$3.10
"Ricola Swiss Herb Lozenges Blackcurrant, 45g",$3.10
"Ricola Swiss Herb Lozenges Original, 45g",$3.10
"Yue Hon Tong Kumquat Lemon Throat Drops, 26.6g",$2.20
"African Sea Coconut Cough Mixture, 177ml",$5.80
"Iliadin Adult Nasal Drops 0.05%, 10ml",$11.90
Strepsils Max Pro Lozenges 16s,$9.55
Orasyl Orange Povidone-Iodine Mouthwash 100ml,$5.00
Orasyl Green Chlorhexidine Digluconate Mouthwash 100ml,$5.00
Orasyl Orange Povidone-Iodine Mouth Spray 50ml,$16.90
Germidine Sore Throat Spray 100ml,$18.90
"Yue Hon Tong Icy Menthol Herbal Throat Drops, 26.6g",$2.20
"Yue Hon Tong Soothing Honey Herbal Throat Drops, 26.6g",$2.20
"Yue Hon Tong Herbal Chewable Candy Orange, 37.5g",$2.70
"NeilMed Nasadrops Ampoules, 15ml",$15.20
"Zyrtec R Solution Twin Pack, 2x75ml",$29.90
NeilMed Sinus Relief Neti Pot,$27.15
NeilMed Sinus Rinse Paediatric Starter Kit,$22.10
Sterimar Nose Prone To Colds 50ml,$16.80
"Sterimar Baby Nasal Hygiene 0-3 years, 50ml",$17.25
Sterimar  Nasal Hygiene Spray 50ml,$14.00
Woods Herbalmint Cough Syrup 200ml,$12.00
Serenaz Natural Sea Water Nasal Spray (Pediatric) 30ml,$11.15
Sterimar  Nasal Hygiene Spray 100ml,$24.20
"Prospan Forte Cough Medicine
with Menthol for Adults, 100ml",$11.50
"Leftose Syrup, 100ml Expiry 1/2/2022",$13.50
Takabb Anti-Cough Pill,$11.45
"Nin Jiom Pei Pa Koa Convenient Pack, 10pcs",$7.00
"Otrivin 0.05% Nasal Drops, 10ml",$9.90
"SanteCare BreatheEasy Patch, 5s",$7.50
"Iliadin Baby Nasal Drops 0.01%, 5ml",$11.40
Big Foot  Himalaya Salt Lemon Candy Extra Cool,$1.00
"Nin Jiom Pei Pa Koa, 300ml",$6.70
Nin Jiom Herbal Candy Orginal Tin 60g,$4.65
"Nin Jiom Herbal Candy Tangerine-Lemon, 60g",$4.65
"Nin Jiom Herbal Candy Original, 20g",$1.70
"Nin Jiom Tangerine Lemon, 20g",$1.70
Kplass Cough Relief Patch 3s,$6.90
"Betadine Cold Defence Kids Nasal Spray, 20ml",$30.40
"Fisherman's Friend Sugar Free Original Lozenges, 25g",$1.70
"Fisherman's Friend Strong Mint Lozenges, 25g",$1.70
"Fisherman's Friend Refreshing Citrus Twist-Lozenges, 25g",$1.70
"Fisherman's Friend Orginal Tropical Lozenges, 25g",$1.70
"Fisherman's Friend Sugar Free Honey & Lemon Lozenges, 25g",$1.70
"Fisherman's Friend Sugar Free Mandarin & Ginger Lozenges, 25g",$1.70
"Fisherman's Friend Sugar Free Cherry Lozenges, 25g",$1.70
"NZ Health Naturally Manuka Honey Umf 10+ Lozenges White Lemon, 12pcs",$11.90
"Strepsils Extra Strong Lozenges, 6s",$1.85
"Strepsils Lemon Lozenges, 6s",$1.95
Telfast Fast And Non-Drowsy Allergy Relief 120Mg Tablet 10s,$13.70
"Clarityn Non-drowsy 24H Allergy Relief, 10 tablets",$12.50
"Nin Jiom Cold Remedy Concentrated Granules, 10pcs",$14.45
Mucosolvan 24Hours Cough Relief Capsules 10s Expiry 1/3/2022,$10.80
LeftoseMax Lozenges Lyzomax 120mg BlackCurrant with Zinc & Vitamin C 16's,$10.90
Lianhua Qingwen Jiaonang 24s,$8.10
"Strepsils Cool Lozenges, 24s",$4.60
"Strepsils Soothing Honey & Lemon, 24s",$3.80
"Strepsils Lemon Lozenges, 24s",$4.60
Sinomarin Babies Natural Nasal Decongestant 18 Vials,$19.30
"Strepsils Original Lozenges, 24s",$3.80
"Vicks Inhaler, 0.5ml",$3.50
Flowflex™ Covid-19 Art Antigen Rapid Test Kit 25 Test/Box,$61.25
[SPD][HSA Approved] SD Biosensor Standard Q COVID-19 Ag Home Test (2 Test Kit),$9.80
Alltest COVID-19 ART Antigen Rapid Test Kit - 20 tests/box,$50.00
Alltest COVID-19 ART Antigen Rapid Test Kit - 1 test/box,$2.50
Alltest COVID-19 ART Antigen Rapid Test Kit - 5 tests/box,$12.50
THYMOL Mouthwash 120ml,$5.15
VirX Nasal Spray 25ml,$26.95
"Ricola Swiss Herb Lozenges Apple Mint, 45g",$3.10
"Ricola Swiss Herb Lozenges Lemon Mint, 45g",$3.10
"Vicks Vapodrops + Cough Honey Lemon, 16pcs",$4.95
"Yue Hon Tong Luo Han Guo Loquat Throat Drops, 26.6g",$2.20
"Iliadin Child Nasal Drops 0.025%, 10ml",$11.40
Duro-Tuss Herbal Chesty Cough Liquid 100ml,$8.90
ICM Orasol-ID Antiseptic Gargle & Mouthwash 240ml,$7.90
BHM® Anti-Viral Nasal Spray 20ml,$18.50
Germidine Sore Throat Spray 50ml,$12.50
African Sea Coconut Lozenges Original 15g,$0.95
Difflam-C Solution 200ml,$24.00
DIFFLAM Herbal Mouth Spray 15ml,$10.95
Betadine Gargle and Mouthwash PVP-I 1% W/V 240ml,$8.45
Vicks First Defence 15ml,$18.90
"Betadine Cold Defence Nasal Spray, 20ml",$18.80
"Nin Jiom Chuanbei Anti-Cough Concentrated Powder, 6pcs",$7.45
"Strepsils Max Blackcurrant Lozenges, 6s",$2.10
[SPD][HSA Approved] SD Biosensor Standard Q COVID-19 Ag Home Test (25 Test Kit),$117.50
Flowflex™ Covid-19 Art Antigen Rapid Test Kit 1 Test/Box,$2.50
[SPD][HSA Approved] SD Biosensor Standard Q COVID-19 Ag Home Test (5 Test Kit),$24.50
"Sambucol Black Elderberry Cold & Flu (AUS version), 24 caps.",$32.90
"Panadol Cold Relief, 12 caplets",$10.50
"Panadol Cough & Cold, 16 caplets",$12.20
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 20 Tests Pack,$102.00
"Decolgen Cold & Flu Reliever, 20 capsules",$6.00
Lucira Check It Covid-19 Test Kit  (1 Test Kit),$100.00
Oxy-Nase 0.025% Paediatric Nasal Spray 15ml,$11.80
Abbott Panbio™ COVID-19 Antigen Self-Test (Nasal) 4 Tests Pack,$21.20
"Clarityn Non-drowsy Allergy Relief Twin Pack, 2x10 tablets",$21.90
Sinomarin Natural Nasal Decongestant Mini Spray 30Ml,$13.90
"Robitussin EX Syrup, 100ml",$10.70
Claricare Daily Nasal Hygiene Spray 100ml,$17.90
"Nin Jiom Pei Pa Koa, 150ml",$4.50
"Vicks Vaporub, 100g",$10.95
"Afrin Nasal Decongestant Spray, 15ml",$14.40
